# English-German dictionary created from English Wiktionary
# Created on: 2010-10-07T23:21:21+02:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: http://www.dicts.info/uddl.php
# Contact us at: http://www.dicts.info/contact.php
-ible	-bar
suppose	annehmen
suppress	unterdrücken
sure	sicher
surely	sicherlich
surface	Oberfläche
surgeon	Chirurg
surname	Nachname
surprise	überraschen
surprise	Überraschung
surprise	Überraschungs- ''e. g. Überraschungsangriff'' <!-- the word "Überraschungs" alone does not exist -->
surrealism	Surrealismus
surrender	sich ergeben
suspect	verdächtigen
swallow	Schwalbe
swallow	schlucken
swamp	Sumpf
swan	Schwan
swastika	Swastika
swear	schwören
swear	schimpfen
swear word	Schimpfwort
sweat	Schweiß
sweat	schwitzen
swede	Kohlrübe
sweep	fegen
sweet	lecker
sweet	süß
sweet	zuckerhaltig
sweet	Süßigkeit
sweet	lieblich
sweet	Süß-
sweet	wohlriechend
sweet	nett
swell	schwellen
swim	schwimmen
swimming pool	Hallenbad
swimsuit	Badeanzug
swing	schwingen
swing	Schaukel
switch	Schalter
switch	Weiche
sword	Schwert
swordfish	Schwertfisch
syllable	Silbe
syllogism	Syllogismus
symphony	Sinfonie
symptom	Symptom
synagogue	Synagoge
synchronize	synchronisieren
synonym	Synonym
synthesizer	Synthesizer
system	System
table	Tisch
table	Tabelle
table football	Tischfußball
table tennis	Tischtennis
tablespoon	Esslöffel
tadpole	Kaulquappe
tag	Etikett
tail	Schwanz
tail	Schweif
tailor	Schneider
take	nehmen
talk	reden
talk	Gespräch
tall	(''thing'') hoch
tame	zahm
tangent	Tangente
tangent	Tangens
tantalum	Tantal
tape	Band
tape recorder	Tonbandgerät
tapir	Tapir
tar	Teer
tattoo	Tätowierung
taunt	Spott
taunt	verspotten
tawny owl	Waldkauz
tax	Steuer
taxi	Taxi
tea	Tee
tea	Teeblatt
tea	Tasse
tea leaf	Teeblatt
teach	lehren
teacher	Lehrer
team	Mannschaft
tear	Träne
tear	reißen
teaspoon	Teelöffel
teat	Brustwarze
technetium	Technetium
technique	Technik
teddy bear	Teddybär
teenager	Jugendlicher
telegram	Telegramm
telephone	Telefon
telephone	telephonieren
telephone number	Telefonnummer
telescope	Teleskop
television	Fernsehen
television	Fernseher
tell	erzählen
tellurium	Tellur
temperature	Temperatur
temperature	erhöht
template	Schablone
temple	Tempel
temple	Schläfe
temporary	zeitweilig
temptation	Versuchung
ten	zehn
ten	Zehn
ten thousand	zehntausend
tendency	Tendenz
tender	empfindlich
tendon	Sehne
tennis	Tennis
tense	Zeit
tent	Zelt
tenth	zehnte
term	Begriff
termite	Termite
terrible	furchtbar
territory	Territorium
terror	Schrecken
terrorism	Terrorismus
terrorist	Terrorist
test	Examen
test	Probe
testicle	Hoden
testimony	Zeugnis
testosterone	Testosteron
textbook	Lehrbuch
thallium	Thallium
than	als
thank	danken
thank you	danke
thank you very much	danke schön
thanks	danke
that	dass
that	dieser
that	den
the	der
the early bird gets the worm	Der frühe Vogel fängt den Wurm
the grass is always greener on the other side	Die Kirschen aus Nachbars Garten schmecken immer besser
theater/homonyms	Theater
theft	Diebstahl
their	ihr
theism	Theismus
theme	Thema
themselves	sich selber
then	dann
then	danach
theology	Theologie
theory	Theorie
there	dort
there	dorthin
there is	es/da ist (''plural'' es/da sind); or es gibt
thermometer	Thermometer
thesaurus	Thesaurus
these	diese
thesis	Dissertation
they	sie
they	man
thick	dick
thief	Dieb
thigh	Oberschenkel
thimble	Fingerhut
thing	Ding
think	denken
think	halten
third	dritte
third person	dritte Person
thirst	Durst
thirsty	durstig
thirteen	dreizehn
thirteenth	dreizehnte
thirty	dreißig
thirty-eight	achtunddreißig
thirty-five	fünfunddreißig
thirty-four	vierunddreißig
thirty-nine	neununddreißig
thirty-one	einunddreißig
thirty-seven	siebenunddreißig
thirty-six	sechsunddreißig
thirty-three	dreiunddreißig
thirty-two	zweiunddreißig
this	dies
thistle	Distel
thither	dorthin
thou	du
thought	Gedanke
thousand	tausend
thread	Faden
three	drei
three	Drei
thrice	dreimal
throat	Kehle
throat	Hals
thrombocytopenia	Thrombozytopenie
throne	Thron
thrush	Drossel
thumb	Daumen
thunder	Donner
thunder	donnern
thunder	Donnern
thus	also
tick	Zecke
tickle	kitzeln
tiddlywinks	Flohspiel
tide	Gezeiten
tie	Krawatte
tie	binden
tiger	Tiger
tile	Kachel
till	bis
till	pflügen
timber	Holz
time	Uhrzeit
time	Zeit
time	Mal
timid	furchtsam
tin	Zinn
tin	Büchse
tin	Zinn-
tip	Trinkgeld
tire	Reifen
tired	müde
tissue	Gewebe
tissue	Papier
tit	Meise
tit	Titte
tit	Zitze
titanium	Titan
title	Titel
tmesis	Tmesis
to	nach
to	zu
toad	Kröte
tobacco	Tabak
today	heute
today	Heute
today	heutzutage
toe	Zeh
together	zusammen
toilet	WC
toilet paper	Toilettenpapier
tolerate	tolerieren
toll	Abgabe
tom	Kater
tomahawk	Tomahawk
tomato	Tomate
tomorrow	morgen
ton	Tonne
tone	Ton
tone	Farbton
tone	Stimmung
tongs	Zange
tongue	Zunge
tonight	heute Abend
tonight	heute
too	auch
too	zu
tool	Werkzeug
tool	Instrument
tooth	Zahn
toothbrush	Zahnbürste
toothpaste	Zahnpasta
toothpick	Zahnstocher
top	Oberteil
topic	Thema
torment	Qual
tornado	Tornado
torso	Torso
tortoise	Schildkröte
total	Summe
total	Gesamtbetrag
toucan	Tukan
touch	berühren
tourist	Tourist
tournament	Turnier
towel	Handtuch
town	Gemeinde
toxic	giftig
toy	Spielzeug
trachea	Trachea
tractor	Traktor
trade	Handel
trademark	Gebrauchsmuster
tradition	Tradition
traffic	Verkehr
tragedy	Tragödie
train	Zug
train	üben
training	Ausbildung
tram	Straßenbahn
transfer	übertragen
transformation	Transformation
translate	übersetzen
translation	Übersetzung
translation	Translation
translations	Übersetzungen
translator	Übersetzer
transliterate	transliterieren
transliteration	Transkription
transport	transportieren
transportation	Beförderung
transrealism	Transrealismus
transvestite	Transvestit
travel	reisen
travel	Reise
treacle	Melasse
treasure	Schatz
treasurer	Schatzmeister
treaty	Vertrag
tree	Baum
tree trunk	Baumstamm
trial	Verhör
trial	Versuch
trial	Probe
triangle	Dreieck
triangle	Triangel
tribe	Stamm
tricycle	Dreirad
trill	Vibrant
trillion	Billion
trillion	Trillion
trinity	Dreiheit
trip	Reise
trouble	Sorge
trouble	Mühe
trousers	Hose
trout	Forelle
truck	Lastauto
true	wahr
true	echt
trumpet	Trompete
trunk	Stamm
trunk	Koffer
trunk	Rüssel
trunk	Kofferraum
truth	Wahrheit
tsar	Zar
tsarina	Zarin
tsunami	Tsunami
tube	Rohr
tuberculosis	Tuberkulose
tulip	Tulpe
tuna	Thunfisch
tundra	Tundra
tungsten	Wolfram
turkey	Truthahn
turmeric	Gelbwurz
turnip	Mairübe
turquoise	Türkis
turquoise	türkis
turtle	Schildkröte
turtle dove	Turteltaube
tusk	Stoßzahn
twat	Fotze
twelfth	zwölfte
twelve	zwölf
twenty	zwanzig
twenty-eight	achtundzwanzig
twenty-five	fünfundzwanzig
twenty-four	vierundzwanzig
twenty-nine	neunundzwanzig
twenty-one	einundzwanzig
twenty-seven	siebenundzwanzig
twenty-six	sechsundzwanzig
twenty-three	dreiundzwanzig
twenty-two	zweiundzwanzig
twice	zweimal
twilight	Dämmerung
twilight	Zwielicht
twin	Zwilling
twist	verdrehen
two	zwei
two	Zwei
two hundred	zweihundert
typewriter	Schreibmaschine
typhoon	Taifun
tyre	Reifen
tzar	Zar
ubiquitous	allgegenwärtig
udder	Euter
ugly	hässlich
ulcer	Geschwür
umbrella	Schirm
unbibium	Unbibium
unbinilium	Unbinilium
unbiunium	Unbiunium
uncle	Onkel
under	unter
underpants	Unterhose
understand	verstehen
undress	sich ausziehen
undress	ausziehen
unemployment	Arbeitslosigkeit
unfortunately	leider
unicorn	Einhorn
unicycle	Einrad
unidentified flying object	unidentifiziertes Flugobjekt
uniform	Uniform
uniform	gleichförmig
union	Union
unique	einzigartig
unit	Einheit
unite	vereinen
universal	allgemein
university	Universität
unjust	ungerecht
unknown	unbekannt
unleaded	bleifrei
unleaded fuel	bleifrei
unless	wenn nicht
unmarried	unverheiratet
unnecessary	nicht notwendig
unreal	unwirklich
unrequited love	unerwiderte Liebe
until	bis
ununennium	Ununennium
ununhexium	Ununhexium
ununpentium	Ununpentium
ununquadium	Ununquadium
ununseptium	Ununseptium
ununtrium	Ununtrium
up	oben
upper	obere
urban	städtisch
urgent	dringend
urinate	urinieren
urine	Urin
us	uns
use	benutzen
use	Benutzung
use	Nutzen
useful	nützlich
useless	nutzlos
user	Benutzer
usual	gewöhnlich
usurp	usurpieren
uterus	Gebärmutter
utopia	Utopie
vacant	frei
vacation	Urlaub machen
vacuum	Vakuum
vacuum	Staubsauger
vacuum cleaner	Staubsauger
vagina	Scheide
vague	unbestimmt
valid	gültig
valley	Senke
valuable	wertvoll
value	Wert
value added tax	Mehrwertsteuer
vampire	Vampir
vanadium	Vanadium
vandal	Vandale
vandalism	Vandalismus
vanilla	Vanille
vanilla	vanille
vanish	verschwinden
vapor	Dampf
vapour	Dampf
variable	Variable
variable	variabel
various	verschiedene
vas deferens	Samenleiter
vase	Vase
vast	beträchtlich
veal	Kalbfleisch
vector	Vektor
vegetable	Gemüse
vegetable	Gewächs
vegetable	pflanzlich
vehicle	Fahrzeug
vein	Ader
vending machine	Verkaufsautomat
venom	Gift
verandah	Veranda
verb	Zeitwort
vernacular	Umgangssprache
versus	gegen
vert	grün
vertebra	Wirbel
vertebrate	Wirbeltier
very	sehr
vessel	Gefäß
vessel	Schiff
vicinity	Nähe
victory	Sieg
view	Anblick
view	sehen
vigilance	Wachsamkeit
village	Dorf
vindication	Rechtfertigung
vine	Rebe
vinegar	Essig
vineyard	Weinberg
violation	Verletzung
violence	Gewalt
violet	Violett
violet	Veilchen
violin	Geige
viper	Kreuzotter
virgin	Jungfrau
virology	Virologie
virtual	eigentlich
virtual reality	Virtuelle Realität
virtue	Tugend
virtuoso	Virtuose
virus	Virus
visa	Visum
vise	Schraubstock
visible	sichtbar
visit	besuchen
visit	Besuch
vital	lebenswichtig
vizier	Wesir
vocative	Vokativ
vocative case	Vokativ
vodka	Wodka
voice	Stimme
volcano	Vulkan
volleyball	Volleyball
volt	Volt
voltage	Spannung
volume	Volumen
volume	Lautstärke
volume	Band
vomit	sich
vote	wählen
vote	Stimme
vowel	Vokal
voyage	Reise
vulture	Geier
wage	Lohn
waggon	Wagen
wagon	Wagen
waist	Taille
wait	warten
waiter	Ober
walk	laufen
walk	Spaziergang
wall	Mauer
wall	Wand
wallet	Geldbörse
wallpaper	Tapete
walnut	Walnuss
walnut	Walnussbaum
walrus	Walross
want	wollen
war	Krieg
wardrobe	Garderobe
warehouse	Lager
warfare	Kriegsführung
warm	warm
warm	warmherzig
warm	wärmen
warrior	Krieger
wart	Warze
warthog	Warzenschwein
wash	waschen
washbasin	Waschbecken
wasp	Wespe
watch	Uhr
watch	beobachten
watch	Wache
water	Wasser
water	gießen
water	tränken
water vapor	Dampf
waterfall	Wasserfall
waterfowl	Wasservogel
watering can	Gießkanne
watermelon	Wassermelone
waterproof	wasserdicht
wave	Welle
wave	winken
wax	Wachs
wax	wächsern
way	Weg
way	Weise
we	wir
weak	schwach
weakness	Schwäche
weapon	Waffe
weapon of mass destruction	Massenvernichtungswaffe
weapons of mass destruction	Massenvernichtungswaffen
wear	tragen
weather	Wetter
weave	weben
weaver	Weber
web	Netz
web colors	Webfarben
web site	Website
wedding	Hochzeit
wedge	Keil
weed	Unkraut
week	Woche
weekend	Wochenende
weekly	wöchentlich
weep	weinen
weight	Gewicht
welcome	willkommen
welcome	willkommen heißen
well	Brunnen
well	gesund
well	gut
were	warst
werewolf	Werwolf
west	West
west	westlich
wet	naß
wet	befeuchten
wet	nässen
whale	Wal
wharf	Kai
what	was
what	welche
what is your name	Wie heißen Sie
what time is it	wieviel Uhr ist es
what's your name	Wie heißt du
wheat	Weizen
wheel	Rad
wheelbarrow	Schubkarre
wheelchair	Rollstuhl
when	wann
when	Wann
when in Rome, do as the Romans do	Mit den Wölfen heulen
when pigs fly	an Sankt Nimmerlein
when the cat's away the mice will play	Ist die Katze aus dem Haus, tanzen die Mäuse auf dem Tisch
where	wo
where	wohin
where	Wo
where is the toilet	wo ist die Toilette
wherefore	warum
which	welcher
while	während
while	Weile
whip	Peitsche
whiskey	Whisky
whisky	Whisky
whisper	flüstern
whisper	Geflüster
white	weiß
white	Weiß
white	Weiße
white dwarf	Weißer Zwerg
white wine	Weißwein
who	wer
who	der
whore	Hure
whose	wessen
whose	dessen
why	warum
wicked	böse
wide	breit
widow	Witwe
wife	Ehefrau
wig	Perücke
wiki	Wiki
wikify	wikifizieren
wild	wild
wild boar	Wildschwein
will	Testament
will	Wille
will	werden
willingly	gern
willow	Weide
wind	Wind
wind	winden
window	Fenster
window	Schaufenster
window	Intervall
wine	Wein
wine	weinrot
winter	Winter
wire	Draht
wisdom tooth	Weisheitszahn
wise	weise
wisent	Wisent
wish	wünschen
wish	Wunsch
witch	Hexe
with	mit
within	in
without	ohne
wizard	Zauberer
wolf	Wolf
wolf	herunterschlingen
wollastonite	Wollastonit
wolverine	:de:Vielfraß
woman	Frau
womanizer	Schürzenjäger
womb	Mutterleib
women	Frauen
wonder	Wunder
wonder	sich wundern
wonderful	wunderbar
wood	Holz
woodpecker	Specht
woods	Wald
woodwind instrument	Holzblasinstrument
wool	Wolle
word	Wort
word	Ehrenwort
work	arbeiten
work	funktionieren
worker	Arbeiter
workers of the world, unite	Proletarier aller Länder, vereinigt euch
world war	Weltkrieg
worm	Wurm
worm	elender
wormwood	Beifuß
worry	Sorge
worry	besorgt sein
worse	schlechter
worst	schlechtest
worth	Wert
worthless	wertlos
wound	Wunde
wound	verletzen
wound	Verletzung
wrath	Zorn
wreck	Zusammenstoß
wrestling	Ringkampf
wrinkle	zerknittern
wrinkle	Falte
wrist	Handgelenk
write	schreiben
writer	Schriftsteller
wrong	falsch
wrong	schlecht
xenon	Xenon
xenophobia	Xenophobie
xylophone	Xylophon
y'all	ihr
yacht	Yacht
yak	Yak
yam	Yamswurzel
yard	Hof
yawn	gähnen
yawn	Gähnen
yeah	ja
year	Jahr
yearly	jährlich
yeast	Hefe
yell	schreien
yellow	Gelb
yellow	gelb
yellow	feige
yes	ja
yes	doch
yesterday	gestern
yet	noch
yoghurt	Joghurt
yoke	Joch
yolk	Dotter
you	man
you're welcome	bitte
young	jung
young	Junge
yourself	du selbst
youth	Jugend
youth	Heranwachsender
yttrium	Yttrium
zebra	Zebra
zelkova	Zelkove
zero	Null
zero	nullen
zero	Nullstelle
zinc	Zink
zip fastener	Reißverschluß
zirconium	Zirkon
zither	Zither
zone	Zone
zoo	Zoo
zoology	Zoologie

